,rating,employee_type,review,pros,cons,date,job title
5144,4.0,"Current Employee, more than 1 year",Long Hours + Good Pay,"Great management, clear expectations, and nice people.",Average workday is 10-14hrs long and exhausting.,2021-01-26, Analyst
5145,4.0,"Current Employee, more than 5 years","Good pay, lacking technology","Great pay, benefits, and company culture towards employees.",Lack of use of modern technologies/methods.,2021-01-26, Anonymous Employee
5146,4.0,Current Employee,teller,"Great company , awesome people, amazing customer service","Too busy . Many changes , not enough pay",2021-01-26, Bank Teller
5147,4.0,Current Employee,Good Company,Lot of room for growth,Big Bank with CEO looking to trim fat.,2021-01-26, Process Engineer
5148,4.0,Current Employee,Good Organization,Good Organization and good management structure,Nothing I can think of,2021-01-26, Senior Business Systems Consultant
5149,4.0,Current Employee,Review,There are training opportunities available,Merit increase always managed to a small percentage,2021-01-27, Software Engineer
5150,4.0,"Current Employee, more than 1 year","Great culture, alright entry pay, low stress, but low growth","Pay, Benefits, management, and easiness of the job",No room for growth in the position,2021-01-27, Distribution Consulting Representative
5151,4.0,"Current Employee, more than 1 year",Great company and start to the industry,"Training, opportunity, inbound business, on going support from management.",Managers have a lot on there plate so sometimes hard to get a quick answer,2021-01-27, Mortgage Loan Officer
5152,4.0,Current Employee,Great,The work environment is great.,Unwillingness to upgrade and invest in technology.,2021-01-27, Analyst
5153,4.0,"Current Employee, more than 3 years",Good work environment,"Rotating schedule with many options within banker connections.
Opportunity to work in many ques that support retail locations. 
Call center environment with relaxed dress code.
Rare if any customer communication.
Great benefits.
Currently working remote.",Pay rate is below average. Too many goals to focus on all at once.,2021-01-27, Customer Service Representative III
5154,4.0,Former Employee,Good company,good company to work for,was difficult to get annual bonus increase,2021-01-27, Project Coordinator
5155,3.0,"Former Employee, less than 1 year",Fancy Call Center,"Good pay, great benefits and easy interview process","Call center environment, collections and having to deal with rude customers for 8 hours straight.",2021-02-08, Account Resolution Specialist II
5156,3.0,"Current Employee, more than 1 year",So-So,"Good pay, fairly good coworkers and managers",Mortgage Industry is soul-sucking and the job leaves little room for advancement.,2021-02-09, Mortgage Processor V
5157,3.0,Current Employee,general,Has a supportive culture for development,"sometimes too many team members on a project, lot of cooks in the kitchen",2021-02-09, Anonymous Employee
5158,3.0,Current Employee,teller,good hr and people teams,Low pay and high turnover,2021-02-10, Bank Teller
5159,3.0,"Former Employee, more than 10 years",Lots of changes,"Large organization, people are great to work with.",Going through a lot of changes,2021-02-10, Anonymous Employee
5160,5.0,Current Employee,Good and great work ethos,Good and great work ethos,Nice and great work ethos,2021-01-25, Business Process Designer
5161,5.0,Current Employee,Wells Fargo rating,It's a great company to work for as it offers opportunities for growth and improvement,Will adapting to new and highly efficient technologies.,2021-01-26, Project Manager/Scrum Master
5162,5.0,"Current Employee, more than 10 years",Great place to work in the Fortune 500,There is relatively high job security and you can find excellent opportunities in the IT space.,"It's a big company and change is slow, which can frustrate those that like to get results.",2021-01-26, Anonymous Employee
5163,5.0,Current Employee,Amazing job,Fast and easy job to have,Nothing bad to say about the company,2021-01-25, Teller
5164,1.0,"Former Employee, more than 5 years",Nothing Nice to Say,"Semi okay benefits
You MIGHT get to work from home after your three months of training is up IF they’re still keeping people at home due to the pandemic. Otherwise, you’re stuck in a small cubicle.","Pretty much everything else
You don’t get enough training and can’t use that as a valid excuse for when you make any mistake
You will be audited twice every month when you get out of training and things begin to count against you. Once you’re out of training, you can’t get below 97% accuracy a month (which equates to literally no mistakes because of the way audits are weighted) and if you fail your audits 5 out of a 6 month rolling period, you’re done. There’s no question or review as to how little your mistakes were or how nit picky the quality audit team was, you’re just fired. 
They keep raising the quality audit bar to make it almost impossible to pass every every month. Seems that they would rather fire people for ‘quality’ instead of just laying off from a VERY busy department
A lot of management has never worked your position but will try to ‘relate’ with you
Get ready to work a lot of mandatory overtime. The claim flow is so busy but they won’t hire enough",2021-02-28, Fraud and Claims Ops Specialist
5165,1.0,"Former Employee, more than 10 years",Not Recommended,"Big Company, Friendly Softwares and Staff","Sales Pressure, retaliation, discrimination, unethical culture",2021-03-02, Personal Banker
5166,1.0,Former Employee,Sales Aggressive,Relationships you build with employees,Too much favoritism from management,2021-03-03, Assistant Manager
5167,2.0,"Former Employee, less than 1 year",interview is too long,none none none none none,low low low low salary,2021-02-10, Teller
5168,1.0,Current Employee,Tough company to work for,"Time away, generous amount of days given",The company as a whole,2021-03-01, Operations Clerk
5169,1.0,"Former Employee, more than 1 year",WORST ENVIRONMENT EVER,"Good Pay, PTO, 401k and Benefits",Managers all know each other and will work together to get rid of new employees who see policy and procedure being broken.,2021-03-01, Teller
5170,1.0,"Former Employee, more than 3 years",The worst,I don't think there is anything good about this company other than some co-workers,Worst company to work for,2021-03-01, Operational Specialist
5171,1.0,"Former Employee, more than 3 years",The worst,I don't think there is anything good about this company other than some co-workers,Worst company to work for,2021-03-01, Operational Specialist
5172,4.0,Current Employee,Branch Manager Review,"-Good Hours
-Great culture around coaching",-Too many things on your plate,2021-01-25, Branch Manager Senior
5173,4.0,"Former Employee, more than 1 year",Licensed Agent,Good hours and overall salary,Sometimes expectations were high and some weekends,2021-01-25, Licensed Insurance Agent
5174,4.0,"Former Employee, more than 1 year",CSA,Lovely relaxed work environment. Great perks. Gym on site,It was a very overwhelming building to work in.,2021-01-25, Customer Service Agent
